model,runtime,mse,rmse,mae,mape
SARIMAX_17520_8760,297.6353235244751,43283932.03609688,6579.052518113598,5416.936918685408,0.1609798602179199
SARIMAX_17520_8760,207.53074622154236,95021255.50493714,9747.884668220955,7707.040560591512,0.2140573139132316
