model,runtime
SARIMAX_1440_336,11.985236406326294
SARIMAX_1440_336,12.596322774887083
SARIMAX_1440_336,188.5199105739593
SARIMAX_17520_8760,89.35714912414551
SARIMAX_17520_8760,237.42953276634216
SARIMAX_336_24,7.072357416152954
SARIMAX_336_24,7.393353462219238
SARIMAX_336_24,777.2027997970581
SARIMA_1440_336,110.39644384384157
SARIMA_17520_8760,40.26800417900085
SARIMA_336_24,2845.325250148773
