model,runtime,mse,rmse,mae,mape
DLinear_1440_336,442.3982322216034,93179782.80408175,9652.967564644654,7651.873716536458,0.234287080820532
DLinear_17520_8760,88.59312057495117,132367485.4186344,11505.106927735804,9120.2010923623,0.2829083342776063
DLinear_336_24,6543.02917432785,69400133.74754262,8330.674267281287,6607.845783959403,0.1972606824359862
NHITS_1440_336,99.34069108963013,82199152.54270276,9066.374829153205,7156.480607234589,0.2135715834216191
NHITS_17520_8760,11.186292886734009,122863201.81199098,11084.367452046643,8887.378484931505,0.2713418834629596
NHITS_336_24,18859.59001207352,82006848.54534093,9055.763277898828,7229.71514444385,0.2139764009444804
