,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-03-08 04:00:00,0.0,0,1,4,3,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,0.0,7.207778472735544,26.0064023152286,11.396627253399894,0.0,18.264167072235626
2022-03-08 05:00:00,0.0,0,1,5,3,2022,False,0,0,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,0.0,8.543561467948674,26.748927872841353,11.396627253399894,0.0,17.789307603343968
2022-03-08 06:00:00,0.0,0,1,6,3,2022,True,0,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,0.0,11.66038845677931,31.536426332122602,4.905939205047388,0.0,17.584893469800324
2022-03-08 07:00:00,0.0,0,1,7,3,2022,True,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,0.0,11.66038845677931,22.98290802064518,4.54462273601971,8.29412198301273,17.395534189132835
2022-03-08 08:00:00,28.05766096763473,7,1,8,3,2022,True,0,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,0.0,6.391234939695871,11.834088139165967,15.051976675419784,24.1344734430606,17.93743770130846
2022-03-08 09:00:00,30.97400683974904,8,1,9,3,2022,True,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,28.05766096763473,0.0,0.6006482060612953,43.109229546172095,37.77126553166869,17.431803421874164
2022-03-08 10:00:00,34.00083047701536,9,1,10,3,2022,True,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,30.97400683974904,0.0,7.207778472735544,34.054455273480926,49.772396773998906,17.429569055354765
2022-03-08 11:00:00,33.35510072547214,11,1,11,3,2022,True,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,34.00083047701536,0.0,8.543561467948674,34.5464202037439,45.30571311591196,17.37993074376011
2022-03-08 12:00:00,23.30644456354043,5,1,12,3,2022,True,0,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,33.35510072547214,0.0,11.66038845677931,32.02081642033243,47.23910528666569,17.016831916393777
2022-03-08 13:00:00,41.66590238276298,12,1,13,3,2022,True,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,Spring,23.30644456354043,0.0,11.66038845677931,29.813064502508222,53.14729046946004,17.510700161404394
