,params,rmse
405,"(0, 1, 2)x(0, 1, 1, 12)",7930.326486453223
406,"(0, 0, 1)x(1, 0, 1, 12)",7935.852379766027
407,"(1, 0, 1)x(0, 1, 2, 12)",7989.990460315378
408,"(0, 1, 0)x(0, 1, 1, 12)",8020.308818579196
409,"(2, 2, 2)x(0, 1, 1, 12)",8037.701307655174
410,"(2, 1, 1)x(1, 0, 2, 12)",8061.039386894787
411,"(1, 0, 0)x(0, 1, 0, 12)",8079.200433974373
412,"(2, 1, 2)x(0, 1, 1, 12)",8085.2892784990145
413,"(0, 2, 1)x(2, 2, 2, 12)",8086.675249059997
414,"(2, 0, 0)x(0, 1, 1, 12)",8094.3858785454295
415,"(2, 1, 1)x(0, 1, 1, 12)",8113.677495492332
416,"(1, 0, 0)x(2, 2, 1, 12)",8120.345305398555
417,"(1, 1, 2)x(0, 2, 2, 12)",8149.344028736952
418,"(0, 1, 0)x(0, 1, 2, 12)",8161.543819141479
419,"(0, 0, 1)x(1, 2, 2, 12)",8167.746957121056
420,"(1, 0, 2)x(0, 0, 2, 12)",8190.229694819221
421,"(1, 0, 1)x(0, 2, 2, 12)",8211.384276553743
422,"(2, 0, 0)x(0, 2, 1, 12)",8226.533618466357
423,"(2, 1, 1)x(0, 2, 1, 12)",8236.798578890423
424,"(1, 0, 2)x(0, 1, 1, 12)",8263.60667904818
425,"(1, 0, 1)x(0, 1, 1, 12)",8272.991626650086
426,"(1, 2, 2)x(0, 1, 2, 12)",8323.968221441504
427,"(0, 0, 2)x(0, 1, 1, 12)",8326.02595952209
428,"(1, 1, 0)x(0, 1, 0, 12)",8327.19636330106
429,"(1, 1, 0)x(2, 2, 1, 12)",8332.500216680146
430,"(0, 0, 0)x(1, 0, 1, 12)",8337.391564228208
431,"(1, 1, 0)x(0, 2, 2, 12)",8342.522564294326
432,"(1, 2, 2)x(1, 2, 2, 12)",8348.95372975312
433,"(1, 1, 0)x(0, 1, 1, 12)",8352.869957868164
434,"(0, 0, 1)x(0, 2, 1, 12)",8353.86980504334
435,"(1, 0, 1)x(1, 0, 1, 12)",8362.413118567398
436,"(1, 0, 0)x(0, 1, 2, 12)",8378.765825234632
437,"(0, 0, 0)x(0, 1, 1, 12)",8390.680771575628
438,"(1, 1, 0)x(0, 2, 1, 12)",8401.201511764444
439,"(1, 1, 0)x(1, 0, 2, 12)",8416.423830089414
440,"(2, 0, 1)x(0, 1, 1, 12)",8481.06172698921
441,"(2, 0, 1)x(1, 0, 1, 12)",8527.025506878705
442,"(0, 1, 2)x(0, 2, 2, 12)",8558.222752312415
443,"(1, 1, 2)x(0, 1, 1, 12)",8575.925984201434
444,"(2, 0, 0)x(0, 1, 0, 12)",8592.78482077163
445,"(0, 0, 1)x(0, 1, 0, 12)",8597.529509703329
446,"(2, 0, 1)x(0, 1, 0, 12)",8635.534153627746
447,"(2, 0, 2)x(0, 2, 2, 12)",8697.44825691684
448,"(1, 1, 1)x(0, 2, 2, 12)",8771.38988523397
449,"(1, 0, 1)x(0, 1, 0, 12)",8775.957510580465
450,"(0, 0, 2)x(0, 1, 0, 12)",8780.55443341435
451,"(2, 0, 2)x(1, 2, 0, 12)",8827.762619325624
452,"(0, 2, 1)x(1, 0, 2, 12)",8839.198054862347
453,"(1, 0, 2)x(0, 1, 0, 12)",8852.135101301137
454,"(2, 2, 2)x(2, 1, 2, 12)",8894.523336108685
455,"(1, 0, 1)x(2, 0, 1, 12)",8936.808581023086
456,"(1, 0, 0)x(0, 1, 1, 12)",8957.660304991487
457,"(1, 1, 2)x(2, 2, 0, 12)",8964.998509358687
458,"(0, 2, 0)x(1, 1, 0, 12)",8975.967845201032
459,"(1, 2, 1)x(0, 1, 2, 12)",8999.420501433046
460,"(2, 2, 1)x(1, 0, 0, 12)",9000.291113151892
461,"(2, 1, 0)x(1, 0, 0, 12)",9004.455255502613
462,"(1, 0, 2)x(0, 1, 2, 12)",9013.182216877982
463,"(2, 2, 1)x(0, 0, 1, 12)",9026.96111395266
464,"(2, 2, 1)x(0, 0, 0, 12)",9056.284469786488
465,"(0, 2, 2)x(1, 0, 0, 12)",9069.26981897325
466,"(2, 1, 2)x(0, 1, 2, 12)",9073.596879977134
467,"(2, 2, 2)x(1, 0, 0, 12)",9118.747667886908
468,"(1, 2, 0)x(1, 2, 2, 12)",9131.562705830389
469,"(1, 0, 0)x(1, 0, 1, 12)",9181.586073304961
470,"(1, 2, 2)x(0, 1, 0, 12)",9214.129574500414
471,"(1, 1, 2)x(0, 1, 2, 12)",9220.608138460542
472,"(1, 0, 2)x(0, 2, 1, 12)",9226.577282451775
473,"(1, 1, 2)x(1, 2, 0, 12)",9233.739760253125
474,"(2, 1, 1)x(1, 0, 0, 12)",9233.859704652035
475,"(1, 0, 0)x(0, 2, 2, 12)",9252.394576175555
476,"(2, 0, 2)x(1, 0, 0, 12)",9260.882807346708
477,"(2, 1, 0)x(0, 2, 2, 12)",9289.916020865245
478,"(0, 1, 0)x(1, 0, 2, 12)",9319.732894521494
479,"(0, 2, 0)x(2, 1, 0, 12)",9335.184597464304
480,"(0, 2, 2)x(0, 0, 0, 12)",9337.403134047147
481,"(1, 1, 1)x(0, 1, 0, 12)",9375.758118021558
482,"(0, 2, 2)x(0, 0, 1, 12)",9381.133847603633
483,"(2, 1, 0)x(0, 0, 0, 12)",9386.385493737525
484,"(1, 0, 1)x(1, 0, 2, 12)",9389.695966196796
485,"(2, 1, 0)x(0, 0, 1, 12)",9402.878881787357
486,"(0, 2, 2)x(0, 1, 1, 12)",9445.487880757715
487,"(2, 2, 2)x(0, 0, 1, 12)",9447.58127050294
488,"(2, 2, 2)x(0, 0, 0, 12)",9463.20085451218
489,"(2, 2, 1)x(1, 1, 2, 12)",9478.59812908433
490,"(1, 0, 2)x(2, 0, 1, 12)",9488.277303793453
491,"(0, 2, 0)x(1, 1, 2, 12)",9490.64445450112
492,"(1, 1, 2)x(1, 0, 0, 12)",9549.397821609904
493,"(0, 1, 1)x(1, 0, 0, 12)",9567.250132698171
494,"(0, 2, 0)x(1, 1, 1, 12)",9569.454596638489
495,"(2, 1, 2)x(1, 0, 0, 12)",9589.57035437169
496,"(1, 2, 2)x(1, 0, 0, 12)",9597.503586606303
497,"(2, 1, 1)x(0, 0, 0, 12)",9597.58444155093
498,"(0, 0, 0)x(0, 1, 0, 12)",9609.448500636767
499,"(2, 1, 1)x(0, 0, 1, 12)",9612.628914200066
500,"(0, 2, 2)x(0, 1, 0, 12)",9644.640244627763
501,"(0, 0, 2)x(1, 0, 2, 12)",9660.082216427543
502,"(1, 0, 2)x(1, 0, 2, 12)",9660.755207000582
503,"(1, 1, 2)x(0, 0, 0, 12)",9681.434319229942
504,"(2, 1, 2)x(0, 0, 0, 12)",9724.089613998865
505,"(0, 0, 0)x(0, 2, 1, 12)",9727.393575680222
506,"(1, 1, 2)x(0, 0, 1, 12)",9803.404466607677
507,"(0, 0, 2)x(1, 0, 0, 12)",9803.421936184275
508,"(0, 1, 0)x(1, 0, 0, 12)",9803.707488141152
509,"(1, 1, 1)x(1, 0, 0, 12)",9813.52734665637
510,"(0, 1, 2)x(1, 0, 0, 12)",9820.283992670238
511,"(2, 0, 0)x(1, 0, 2, 12)",9830.575214230432
512,"(0, 1, 1)x(0, 1, 0, 12)",9832.174602952098
513,"(0, 1, 1)x(0, 0, 0, 12)",9840.843895490318
514,"(1, 0, 2)x(1, 0, 0, 12)",9852.935884554774
515,"(2, 1, 2)x(0, 0, 1, 12)",9865.754444076687
516,"(2, 0, 2)x(0, 2, 1, 12)",9869.839441897948
517,"(1, 2, 2)x(0, 0, 0, 12)",9885.986343497572
518,"(1, 0, 1)x(0, 0, 1, 12)",9899.836866591686
519,"(0, 1, 1)x(0, 0, 1, 12)",9902.039716773523
520,"(2, 0, 1)x(2, 0, 1, 12)",9906.392389172177
521,"(1, 2, 2)x(0, 0, 1, 12)",9908.547402857248
522,"(2, 0, 1)x(1, 0, 2, 12)",9914.646300033102
523,"(1, 2, 2)x(0, 1, 1, 12)",9935.83833898851
524,"(2, 2, 2)x(0, 1, 0, 12)",9950.515340392418
525,"(1, 1, 1)x(0, 2, 1, 12)",9970.360270710975
526,"(2, 2, 1)x(0, 1, 0, 12)",9980.902249708619
527,"(0, 1, 0)x(0, 0, 0, 12)",10012.358444990195
528,"(0, 0, 1)x(1, 0, 2, 12)",10049.467483025202
529,"(2, 1, 0)x(0, 1, 0, 12)",10050.03563486344
530,"(0, 1, 2)x(0, 1, 0, 12)",10060.545399867646
531,"(0, 1, 2)x(0, 0, 0, 12)",10063.38724721776
532,"(1, 0, 2)x(0, 0, 0, 12)",10104.181242901876
533,"(2, 1, 1)x(0, 1, 0, 12)",10119.094948892804
534,"(0, 1, 2)x(0, 0, 1, 12)",10128.632408890344
535,"(1, 1, 1)x(0, 0, 0, 12)",10141.375231358168
536,"(2, 0, 2)x(0, 0, 2, 12)",10170.053370893353
537,"(1, 1, 1)x(0, 0, 1, 12)",10171.011351980625
538,"(0, 1, 0)x(0, 0, 1, 12)",10177.756912511584
539,"(0, 1, 0)x(0, 2, 2, 12)",10263.59240644992
540,"(0, 0, 2)x(0, 2, 1, 12)",10360.308114600424
541,"(2, 0, 1)x(0, 0, 1, 12)",10443.384206476958
542,"(1, 2, 1)x(1, 0, 0, 12)",10498.438949958561
543,"(2, 0, 2)x(2, 0, 0, 12)",10534.358965991114
544,"(1, 0, 2)x(0, 0, 1, 12)",10535.20385421826
545,"(0, 1, 1)x(0, 2, 1, 12)",10648.196522625089
546,"(1, 1, 0)x(1, 0, 0, 12)",10667.282530968883
547,"(2, 2, 2)x(0, 2, 1, 12)",10685.097088186776
548,"(2, 0, 0)x(1, 0, 0, 12)",10980.94096494859
549,"(1, 0, 2)x(0, 2, 2, 12)",10989.7907210181
550,"(0, 0, 2)x(2, 0, 2, 12)",11012.411118448368
551,"(2, 2, 1)x(0, 1, 1, 12)",11054.59471668065
552,"(1, 2, 2)x(0, 2, 1, 12)",11068.523743027981
553,"(2, 0, 1)x(0, 2, 1, 12)",11082.318427793814
554,"(1, 0, 2)x(1, 0, 1, 12)",11100.119485462272
555,"(1, 1, 0)x(0, 0, 1, 12)",11125.190444573316
556,"(0, 1, 2)x(0, 2, 1, 12)",11167.553664316207
557,"(1, 1, 0)x(0, 0, 0, 12)",11172.349918478989
558,"(2, 0, 0)x(1, 0, 1, 12)",11194.07378181526
559,"(0, 0, 1)x(0, 2, 2, 12)",11211.695928416253
560,"(0, 0, 1)x(2, 0, 1, 12)",11254.438702716228
561,"(2, 1, 2)x(0, 1, 0, 12)",11300.266412802961
562,"(2, 0, 0)x(2, 0, 1, 12)",11370.693691221119
563,"(1, 0, 0)x(1, 0, 0, 12)",11559.655676816514
564,"(0, 0, 0)x(0, 2, 2, 12)",11572.798064303212
565,"(2, 1, 0)x(0, 2, 1, 12)",11590.47479411703
566,"(2, 0, 0)x(0, 0, 1, 12)",11598.336354446685
567,"(2, 0, 1)x(0, 0, 2, 12)",11660.112008232236
568,"(1, 1, 2)x(0, 1, 0, 12)",11672.70732714917
569,"(2, 0, 2)x(1, 0, 1, 12)",11679.577638338633
570,"(1, 2, 1)x(0, 1, 1, 12)",11725.001808734982
571,"(0, 2, 2)x(0, 2, 1, 12)",11945.658517000416
572,"(0, 0, 2)x(0, 2, 2, 12)",11983.048629667484
573,"(0, 0, 0)x(0, 2, 0, 12)",12030.852407736142
574,"(2, 0, 1)x(1, 0, 0, 12)",12149.184274619647
575,"(1, 0, 1)x(1, 0, 0, 12)",12224.68954760668
576,"(1, 0, 0)x(0, 0, 1, 12)",12267.03979530538
577,"(1, 0, 0)x(0, 0, 0, 12)",12512.923511427844
578,"(2, 2, 1)x(0, 2, 1, 12)",12607.127014431857
579,"(1, 0, 1)x(0, 2, 1, 12)",12624.234212583535
580,"(0, 0, 1)x(1, 0, 0, 12)",12972.439151815955
581,"(1, 0, 2)x(2, 0, 2, 12)",13145.518637734307
582,"(0, 2, 0)x(2, 1, 2, 12)",13391.639870424357
583,"(0, 2, 2)x(1, 2, 2, 12)",13425.37943803838
584,"(1, 1, 0)x(1, 2, 2, 12)",13445.014168446489
585,"(2, 0, 2)x(2, 0, 1, 12)",13526.048310711469
586,"(2, 1, 0)x(1, 2, 2, 12)",13534.99615776061
587,"(0, 0, 1)x(0, 2, 0, 12)",13613.901441810209
588,"(1, 0, 1)x(0, 0, 0, 12)",13617.12221181014
589,"(2, 0, 2)x(0, 2, 0, 12)",13677.674917193435
590,"(0, 0, 2)x(2, 0, 1, 12)",13838.69439681027
591,"(0, 2, 0)x(2, 1, 1, 12)",13947.768092820701
592,"(2, 1, 2)x(0, 2, 1, 12)",14059.856672931584
593,"(2, 2, 0)x(1, 2, 2, 12)",14128.19275484338
594,"(1, 2, 2)x(2, 2, 0, 12)",14852.149670344446
595,"(1, 1, 1)x(1, 2, 1, 12)",14890.288211269473
596,"(0, 0, 0)x(0, 0, 0, 12)",14954.979171491483
597,"(2, 0, 0)x(0, 2, 2, 12)",15047.596970491528
598,"(2, 0, 2)x(0, 0, 0, 12)",15181.08506907672
599,"(2, 0, 0)x(0, 2, 0, 12)",15192.837742185535
600,"(2, 1, 2)x(0, 2, 2, 12)",15293.264469585405
601,"(2, 0, 2)x(1, 0, 2, 12)",15409.25404511921
602,"(2, 2, 0)x(2, 0, 2, 12)",15525.068848123143
603,"(2, 0, 2)x(0, 0, 1, 12)",15557.832556351874
604,"(2, 0, 1)x(2, 2, 0, 12)",15643.32973142037
605,"(1, 0, 0)x(1, 2, 2, 12)",15685.465007508492
606,"(1, 1, 0)x(0, 2, 0, 12)",15870.766014025765
607,"(0, 0, 0)x(0, 0, 1, 12)",15911.726044643401
608,"(2, 0, 1)x(0, 0, 0, 12)",15986.060815661764
609,"(0, 0, 1)x(0, 0, 0, 12)",16074.187598873086
610,"(1, 0, 0)x(0, 2, 0, 12)",16214.171551244082
611,"(2, 2, 0)x(2, 0, 0, 12)",16664.60827863834
612,"(1, 1, 1)x(1, 2, 2, 12)",16870.35480524807
613,"(0, 0, 0)x(1, 0, 0, 12)",17237.474398568764
614,"(0, 0, 2)x(0, 0, 2, 12)",17241.31598929548
615,"(2, 2, 0)x(2, 0, 1, 12)",17287.845875511433
616,"(0, 0, 1)x(0, 0, 1, 12)",17427.01677518848
617,"(0, 0, 2)x(1, 0, 1, 12)",17912.542242068917
618,"(0, 0, 2)x(0, 0, 0, 12)",18319.38817703227
619,"(2, 0, 0)x(0, 0, 0, 12)",18358.6555721975
620,"(2, 2, 1)x(2, 2, 0, 12)",18383.993499085747
621,"(0, 2, 0)x(2, 0, 2, 12)",19393.38978156367
622,"(1, 2, 0)x(2, 0, 0, 12)",19846.350670796917
623,"(0, 0, 2)x(1, 2, 2, 12)",19977.48730609373
624,"(1, 2, 0)x(2, 0, 1, 12)",19993.604481023143
625,"(1, 1, 2)x(0, 2, 1, 12)",20628.45523089909
626,"(0, 0, 2)x(0, 0, 1, 12)",20809.475545674413
627,"(2, 2, 1)x(1, 2, 1, 12)",20845.153196268016
628,"(0, 0, 0)x(0, 0, 2, 12)",21404.44661994039
629,"(0, 0, 2)x(0, 2, 0, 12)",21690.65610940291
630,"(2, 2, 0)x(0, 1, 2, 12)",22212.447590227825
631,"(1, 2, 0)x(2, 0, 2, 12)",22489.445995089114
632,"(2, 0, 1)x(0, 2, 0, 12)",22835.313669114137
633,"(0, 0, 0)x(1, 0, 2, 12)",22841.549886250352
634,"(0, 2, 0)x(2, 0, 1, 12)",23008.255545371452
635,"(0, 2, 0)x(2, 0, 0, 12)",23263.0681819201
636,"(0, 2, 1)x(0, 1, 2, 12)",24158.98669982184
637,"(0, 0, 1)x(0, 0, 2, 12)",24679.77090940496
638,"(1, 2, 0)x(0, 1, 2, 12)",25155.926680655855
639,"(0, 2, 0)x(0, 1, 2, 12)",25405.24318807274
640,"(1, 0, 2)x(0, 2, 0, 12)",25722.665043539728
641,"(1, 0, 1)x(0, 2, 0, 12)",26513.360648543003
642,"(0, 1, 0)x(0, 2, 0, 12)",27005.559400181533
643,"(0, 1, 1)x(0, 2, 0, 12)",27643.661305809164
644,"(0, 2, 2)x(0, 2, 0, 12)",27791.98803968128
645,"(1, 2, 2)x(0, 2, 0, 12)",28453.226079070806
646,"(1, 1, 1)x(0, 2, 0, 12)",29169.81697171765
647,"(2, 2, 0)x(1, 0, 2, 12)",32190.78035519433
648,"(2, 2, 2)x(0, 2, 2, 12)",32895.78370719045
649,"(2, 2, 2)x(0, 2, 0, 12)",34238.76190793058
650,"(2, 1, 1)x(0, 2, 0, 12)",34545.149564730535
651,"(0, 1, 2)x(0, 2, 0, 12)",35190.17685579482
652,"(1, 2, 0)x(1, 0, 2, 12)",36157.584798220676
653,"(0, 2, 0)x(1, 0, 2, 12)",37151.119591556264
654,"(2, 1, 0)x(0, 2, 0, 12)",37172.910365091746
655,"(2, 2, 1)x(0, 2, 0, 12)",37532.42214957475
656,"(2, 2, 0)x(1, 0, 1, 12)",38599.24648570389
657,"(2, 2, 0)x(0, 2, 2, 12)",39895.72774883085
658,"(2, 2, 0)x(0, 0, 2, 12)",42750.50774375096
659,"(0, 2, 1)x(0, 2, 2, 12)",42983.6455632463
660,"(2, 1, 2)x(0, 2, 0, 12)",43053.06330989008
661,"(1, 1, 2)x(0, 2, 0, 12)",43687.846878653116
662,"(0, 2, 1)x(0, 0, 2, 12)",44298.945126564045
663,"(1, 2, 0)x(1, 0, 1, 12)",44733.47417324431
664,"(0, 2, 0)x(1, 0, 1, 12)",44968.9000625289
665,"(2, 2, 0)x(0, 1, 1, 12)",45309.269705981285
666,"(0, 2, 0)x(0, 1, 1, 12)",48705.45375543737
667,"(1, 2, 0)x(0, 1, 1, 12)",48930.69520412286
668,"(0, 2, 0)x(0, 0, 2, 12)",49230.85828141442
669,"(1, 2, 0)x(0, 0, 2, 12)",49244.402544280616
670,"(0, 2, 1)x(0, 1, 1, 12)",50032.80610568015
671,"(0, 2, 0)x(0, 2, 2, 12)",52206.23784419555
672,"(2, 1, 1)x(0, 2, 2, 12)",54007.33127882394
673,"(1, 2, 0)x(0, 2, 2, 12)",54063.77021015369
674,"(2, 2, 0)x(0, 2, 1, 12)",57171.54019707658
675,"(2, 2, 0)x(0, 1, 0, 12)",57726.005409548234
676,"(2, 2, 0)x(1, 0, 0, 12)",64507.43086678693
677,"(2, 2, 0)x(0, 0, 0, 12)",64965.0605585378
678,"(2, 2, 0)x(0, 0, 1, 12)",65301.86813993249
679,"(0, 2, 0)x(1, 0, 0, 12)",67368.79797801642
680,"(0, 2, 1)x(0, 2, 1, 12)",67410.32830150811
681,"(0, 2, 0)x(0, 0, 0, 12)",68314.70472284072
682,"(1, 1, 2)x(1, 1, 0, 12)",68334.72032454734
683,"(0, 2, 0)x(0, 0, 1, 12)",68371.79481453315
684,"(1, 2, 0)x(1, 0, 0, 12)",68510.66625739221
685,"(0, 2, 1)x(0, 1, 0, 12)",69371.3126216683
686,"(1, 2, 0)x(0, 0, 1, 12)",69687.79918446785
687,"(1, 2, 0)x(0, 0, 0, 12)",69717.04157379629
688,"(0, 2, 0)x(0, 1, 0, 12)",70790.91264499277
689,"(0, 2, 0)x(0, 2, 1, 12)",70798.3308059723
690,"(1, 2, 1)x(0, 2, 1, 12)",70873.64579745759
691,"(1, 2, 0)x(0, 1, 0, 12)",71827.99332411836
692,"(1, 2, 0)x(0, 2, 1, 12)",71851.83796497365
693,"(0, 2, 1)x(1, 0, 0, 12)",72554.54622567332
694,"(1, 2, 1)x(0, 1, 0, 12)",73577.684369316
695,"(0, 2, 1)x(0, 0, 1, 12)",73862.5905653749
696,"(0, 2, 1)x(0, 0, 0, 12)",73876.1883131836
697,"(1, 2, 1)x(0, 0, 0, 12)",75758.95286166675
698,"(1, 2, 1)x(0, 0, 1, 12)",75931.35110597168
699,"(0, 1, 0)x(2, 2, 2, 12)",90840.19134760041
700,"(2, 2, 0)x(0, 2, 0, 12)",134405.19123728678
701,"(0, 2, 1)x(0, 2, 0, 12)",140719.3995703546
702,"(0, 1, 2)x(2, 2, 2, 12)",142100.42491389587
703,"(1, 2, 0)x(0, 2, 0, 12)",164958.81653540826
704,"(0, 2, 0)x(0, 2, 0, 12)",166370.07727064818
705,"(1, 2, 1)x(0, 2, 0, 12)",244178.2521968423
706,"(2, 0, 2)x(2, 0, 2, 12)",280095.02139323525
707,"(0, 0, 1)x(2, 2, 1, 12)",282304.08573376323
708,"(1, 0, 0)x(2, 1, 1, 12)",845435.1303379475
709,"(1, 2, 0)x(2, 2, 2, 12)",1100224.2616994435
710,"(0, 2, 1)x(2, 1, 1, 12)",43433379.53061275
711,"(0, 1, 1)x(2, 1, 1, 12)",188287452.95728996
712,"(0, 2, 1)x(1, 1, 0, 12)",989885022.0016252
713,"(0, 1, 1)x(2, 2, 0, 12)",1544921900.4130874
714,"(1, 2, 0)x(2, 1, 1, 12)",3521048626.291997
715,"(0, 2, 0)x(2, 2, 2, 12)",47481361544.42922
716,"(1, 2, 0)x(1, 1, 1, 12)",54078529053.63284
717,"(1, 2, 0)x(2, 2, 1, 12)",508722049233.7647
718,"(1, 2, 2)x(1, 2, 0, 12)",2145125819571.3596
719,"(2, 2, 1)x(1, 2, 2, 12)",3537594696635.828
