,params,rmse
410,"(2, 0, 2)x(0, 0, 2, 12)",28528.172969578096
411,"(2, 2, 0)x(1, 2, 2, 12)",28781.79808863257
412,"(1, 0, 1)x(0, 0, 1, 12)",28800.51056909997
413,"(1, 0, 1)x(0, 2, 2, 12)",28937.08591658715
414,"(0, 0, 0)x(1, 0, 0, 12)",29014.28512031156
415,"(2, 0, 2)x(1, 0, 0, 12)",29107.55733334879
416,"(1, 0, 2)x(1, 0, 0, 12)",29509.597679338294
417,"(2, 0, 1)x(1, 0, 0, 12)",30077.921413498036
418,"(1, 0, 1)x(0, 0, 0, 12)",30271.203148007455
419,"(2, 0, 2)x(0, 0, 1, 12)",30989.415241540963
420,"(1, 0, 2)x(0, 0, 1, 12)",31250.100823814944
421,"(1, 0, 2)x(0, 0, 2, 12)",31299.24685134703
422,"(2, 0, 1)x(0, 0, 2, 12)",31315.113574755676
423,"(2, 0, 1)x(0, 0, 1, 12)",31762.270810469923
424,"(1, 1, 2)x(2, 2, 1, 12)",31993.180137505416
425,"(2, 0, 2)x(0, 0, 0, 12)",32088.46766671268
426,"(2, 0, 0)x(1, 0, 0, 12)",32241.16487951594
427,"(1, 0, 2)x(0, 0, 0, 12)",32282.766727614253
428,"(2, 0, 1)x(0, 0, 0, 12)",32709.194052309755
429,"(2, 0, 0)x(0, 0, 2, 12)",32901.89470050513
430,"(2, 0, 0)x(0, 0, 1, 12)",33499.558895429574
431,"(2, 0, 0)x(0, 0, 0, 12)",34070.94723802681
432,"(0, 0, 2)x(0, 0, 2, 12)",35361.20109805538
433,"(0, 0, 1)x(0, 0, 2, 12)",35392.92199367296
434,"(0, 0, 0)x(0, 0, 2, 12)",35451.443209183
435,"(0, 0, 2)x(0, 0, 1, 12)",35960.617614816685
436,"(1, 1, 2)x(1, 2, 1, 12)",35962.22444651883
437,"(0, 0, 1)x(0, 0, 1, 12)",35967.362811215455
438,"(0, 0, 0)x(0, 0, 1, 12)",35985.579797185615
439,"(0, 0, 2)x(0, 0, 0, 12)",36226.44139728723
440,"(0, 0, 1)x(0, 0, 0, 12)",36268.17392949736
441,"(2, 1, 1)x(2, 1, 2, 12)",36292.115665007484
442,"(2, 0, 1)x(2, 1, 1, 12)",36292.115665007484
443,"(2, 2, 1)x(2, 2, 0, 12)",36292.115665007484
444,"(0, 0, 2)x(2, 0, 1, 12)",36292.115665007484
445,"(2, 1, 1)x(2, 2, 2, 12)",36292.115665007484
446,"(2, 2, 0)x(2, 2, 2, 12)",36292.115665007484
447,"(0, 0, 1)x(1, 1, 1, 12)",36292.115665007484
448,"(2, 1, 1)x(1, 1, 0, 12)",36292.115665007484
449,"(2, 2, 0)x(1, 2, 0, 12)",36292.115665007484
450,"(2, 0, 1)x(1, 0, 1, 12)",36292.115665007484
451,"(2, 1, 1)x(2, 2, 0, 12)",36292.115665007484
452,"(0, 0, 1)x(2, 2, 0, 12)",36292.115665007484
453,"(0, 0, 0)x(0, 0, 0, 12)",36292.115665007484
454,"(1, 2, 2)x(2, 2, 1, 12)",36292.115665007484
455,"(1, 0, 1)x(2, 1, 0, 12)",36292.115665007484
456,"(1, 1, 0)x(1, 2, 0, 12)",36292.115665007484
457,"(1, 1, 0)x(2, 2, 0, 12)",36292.115665007484
458,"(1, 2, 1)x(2, 2, 0, 12)",36292.115665007484
459,"(0, 2, 0)x(1, 2, 1, 12)",37608.5343305172
460,"(1, 1, 2)x(1, 2, 2, 12)",39521.99825894122
461,"(1, 2, 1)x(0, 0, 2, 12)",41185.723324190985
462,"(1, 0, 1)x(2, 1, 2, 12)",42567.26474160419
463,"(0, 1, 1)x(0, 2, 1, 12)",43242.772122580645
464,"(0, 2, 0)x(2, 2, 1, 12)",43384.958502061825
465,"(0, 2, 0)x(1, 2, 2, 12)",43508.3346896073
466,"(2, 2, 2)x(0, 1, 0, 12)",47109.818019210456
467,"(1, 1, 1)x(0, 2, 1, 12)",48590.973480071036
468,"(1, 1, 1)x(0, 1, 0, 12)",48709.19284549039
469,"(2, 2, 2)x(1, 2, 2, 12)",49395.456480075365
470,"(0, 1, 1)x(0, 1, 0, 12)",52923.63798772618
471,"(0, 2, 1)x(1, 2, 2, 12)",55911.993256414295
472,"(0, 2, 2)x(0, 2, 2, 12)",56561.18788068169
473,"(2, 2, 1)x(1, 2, 2, 12)",57334.379397068136
474,"(0, 2, 1)x(1, 2, 1, 12)",59047.36664845256
475,"(2, 0, 2)x(1, 2, 0, 12)",59290.05572020501
476,"(2, 1, 2)x(1, 1, 1, 12)",60030.684829554215
477,"(1, 2, 0)x(2, 1, 1, 12)",60346.22645719219
478,"(0, 2, 2)x(1, 2, 2, 12)",60990.475850374285
479,"(2, 2, 2)x(1, 1, 0, 12)",62058.128695652566
480,"(1, 2, 2)x(1, 2, 2, 12)",62825.23559738176
481,"(2, 1, 1)x(0, 1, 0, 12)",63344.138683761084
482,"(0, 2, 2)x(1, 2, 1, 12)",63460.566232835015
483,"(0, 1, 2)x(0, 1, 0, 12)",66355.90690718159
484,"(0, 1, 2)x(0, 2, 1, 12)",69520.51491409345
485,"(2, 1, 2)x(2, 2, 1, 12)",71380.27846544578
486,"(1, 1, 2)x(0, 1, 0, 12)",73283.69197859953
487,"(2, 2, 0)x(2, 2, 0, 12)",73902.44323209891
488,"(2, 1, 0)x(0, 1, 0, 12)",86699.07814852332
489,"(2, 0, 0)x(2, 1, 2, 12)",91525.70656936771
490,"(2, 0, 2)x(1, 2, 2, 12)",91542.45082932372
491,"(2, 1, 0)x(0, 2, 1, 12)",94177.56764020959
492,"(1, 2, 0)x(1, 2, 1, 12)",96807.35491125348
493,"(2, 1, 2)x(0, 1, 0, 12)",103613.6591641348
494,"(0, 1, 0)x(0, 1, 0, 12)",108343.94870120668
495,"(1, 1, 2)x(0, 2, 1, 12)",111922.43025758762
496,"(0, 1, 0)x(0, 2, 1, 12)",117371.72451898364
497,"(1, 2, 2)x(1, 2, 1, 12)",120582.18963379342
498,"(2, 1, 2)x(2, 2, 2, 12)",124550.2151962996
499,"(0, 2, 2)x(2, 2, 0, 12)",126916.8422590948
500,"(2, 0, 2)x(0, 2, 0, 12)",136389.45717781293
501,"(2, 1, 2)x(0, 2, 1, 12)",138863.10388355178
502,"(0, 2, 1)x(1, 2, 0, 12)",141887.29537915968
503,"(0, 2, 2)x(0, 2, 1, 12)",143637.77651680433
504,"(1, 2, 2)x(0, 2, 1, 12)",147577.7693155485
505,"(2, 1, 2)x(2, 2, 0, 12)",154004.72893022717
506,"(1, 1, 0)x(0, 2, 0, 12)",165905.70918866992
507,"(1, 1, 0)x(1, 2, 2, 12)",190558.25135172572
508,"(0, 2, 2)x(1, 2, 0, 12)",199455.72034204507
509,"(1, 0, 1)x(2, 2, 0, 12)",204707.2457833891
510,"(1, 2, 1)x(1, 2, 0, 12)",207338.7023821344
511,"(1, 2, 0)x(1, 1, 2, 12)",220099.6787884662
512,"(0, 2, 2)x(2, 2, 1, 12)",221576.6329371343
513,"(2, 1, 1)x(1, 2, 2, 12)",227007.22340951837
514,"(2, 0, 0)x(0, 2, 0, 12)",227616.3392319581
515,"(1, 2, 0)x(2, 0, 2, 12)",230718.77203817308
516,"(2, 2, 0)x(2, 1, 2, 12)",243279.1086206532
517,"(2, 1, 1)x(0, 2, 2, 12)",246225.7596176481
518,"(1, 2, 2)x(0, 2, 0, 12)",250179.37874818803
519,"(1, 2, 0)x(1, 1, 0, 12)",263972.3482782235
520,"(2, 0, 1)x(0, 2, 0, 12)",265388.9509469491
521,"(0, 0, 0)x(0, 2, 0, 12)",266880.6550928223
522,"(0, 0, 1)x(0, 2, 0, 12)",266905.71992927685
523,"(1, 0, 1)x(0, 2, 0, 12)",273878.84986604704
524,"(0, 0, 2)x(0, 2, 0, 12)",282387.31853627256
525,"(1, 2, 0)x(2, 1, 2, 12)",299047.29944859305
526,"(1, 0, 2)x(0, 2, 0, 12)",300737.2003673387
527,"(1, 2, 0)x(2, 1, 0, 12)",301163.1545459113
528,"(1, 2, 0)x(1, 1, 1, 12)",304724.36819801974
529,"(0, 2, 0)x(2, 1, 2, 12)",316446.2571681594
530,"(1, 2, 0)x(1, 2, 2, 12)",334902.81668197905
531,"(0, 2, 0)x(1, 1, 0, 12)",345537.06499630184
532,"(0, 2, 0)x(2, 1, 1, 12)",346630.2641423986
533,"(2, 2, 0)x(1, 0, 2, 12)",350482.7677695529
534,"(2, 2, 0)x(2, 0, 1, 12)",368152.78388314846
535,"(2, 2, 0)x(2, 0, 0, 12)",369225.81615332
536,"(0, 2, 0)x(1, 1, 2, 12)",372215.85759333876
537,"(0, 2, 0)x(1, 1, 1, 12)",374989.0124593015
538,"(0, 2, 0)x(2, 1, 0, 12)",381692.26456504577
539,"(2, 2, 0)x(1, 1, 0, 12)",403324.8937901917
540,"(2, 2, 1)x(2, 2, 1, 12)",408950.460441372
541,"(0, 2, 0)x(2, 0, 2, 12)",414908.8773368608
542,"(1, 0, 0)x(0, 2, 0, 12)",432672.3745033648
543,"(0, 2, 0)x(2, 2, 2, 12)",435999.32272283855
544,"(0, 1, 0)x(0, 2, 2, 12)",444100.8642523229
545,"(0, 1, 1)x(0, 2, 0, 12)",446165.7256008119
546,"(0, 2, 2)x(0, 2, 0, 12)",461837.6883274046
547,"(2, 2, 0)x(1, 0, 1, 12)",463699.37449603155
548,"(2, 1, 1)x(0, 2, 0, 12)",497587.040414721
549,"(0, 2, 0)x(1, 0, 1, 12)",499219.9360330308
550,"(0, 2, 0)x(0, 1, 2, 12)",507102.64268537384
551,"(1, 2, 0)x(1, 0, 1, 12)",512981.36471220036
552,"(1, 2, 0)x(2, 0, 1, 12)",514149.3393768066
553,"(1, 2, 0)x(0, 1, 2, 12)",515575.3294516476
554,"(1, 2, 0)x(2, 0, 0, 12)",522030.95905825694
555,"(2, 2, 0)x(0, 1, 2, 12)",547406.8806386678
556,"(0, 2, 0)x(2, 0, 1, 12)",549061.2069439106
557,"(0, 2, 0)x(2, 0, 0, 12)",556632.3643882568
558,"(2, 2, 2)x(0, 2, 0, 12)",568669.2187276715
559,"(0, 2, 1)x(1, 0, 1, 12)",571954.9212934623
560,"(2, 2, 1)x(0, 1, 1, 12)",585341.21285705
561,"(0, 2, 0)x(1, 0, 2, 12)",602779.4366677736
562,"(1, 2, 1)x(1, 0, 1, 12)",632551.3557109134
563,"(1, 1, 0)x(2, 2, 2, 12)",659735.286966391
564,"(1, 2, 1)x(0, 1, 1, 12)",739956.3824699367
565,"(0, 2, 0)x(0, 1, 1, 12)",740141.4912429346
566,"(2, 2, 0)x(0, 1, 1, 12)",754524.1903654007
567,"(1, 2, 0)x(0, 1, 1, 12)",766961.8307120386
568,"(2, 2, 0)x(1, 0, 0, 12)",794071.2359810087
569,"(2, 2, 1)x(1, 0, 0, 12)",795662.79675034
570,"(0, 2, 0)x(1, 0, 0, 12)",802767.6867363332
571,"(0, 2, 1)x(1, 0, 2, 12)",825110.5817522423
572,"(1, 2, 0)x(1, 0, 0, 12)",832854.1670763408
573,"(1, 1, 1)x(0, 2, 0, 12)",839821.1503552787
574,"(1, 2, 0)x(1, 0, 2, 12)",854217.6052802631
575,"(2, 2, 0)x(0, 0, 2, 12)",857675.8695074137
576,"(2, 2, 1)x(0, 0, 1, 12)",862850.0617516083
577,"(2, 2, 0)x(0, 0, 1, 12)",867225.6464211601
578,"(0, 2, 1)x(0, 1, 1, 12)",875725.3723027544
579,"(0, 2, 0)x(0, 0, 1, 12)",892684.0146195805
580,"(0, 2, 1)x(1, 0, 0, 12)",913933.5872340758
581,"(2, 2, 1)x(0, 2, 2, 12)",922838.6426191704
582,"(2, 2, 0)x(0, 0, 0, 12)",923173.4702065791
583,"(1, 2, 0)x(0, 0, 1, 12)",923527.205399741
584,"(1, 2, 1)x(1, 0, 2, 12)",928079.0818141897
585,"(0, 2, 0)x(0, 2, 2, 12)",928397.976832598
586,"(1, 2, 1)x(1, 0, 0, 12)",942648.2365985942
587,"(1, 2, 0)x(0, 2, 2, 12)",954794.0231998087
588,"(0, 2, 0)x(0, 0, 0, 12)",962295.4183022702
589,"(0, 2, 0)x(0, 0, 2, 12)",980397.8247543107
590,"(1, 2, 0)x(0, 0, 0, 12)",994478.6164514843
591,"(1, 2, 0)x(0, 0, 2, 12)",996236.7919225297
592,"(0, 2, 1)x(0, 0, 1, 12)",1002491.6342270663
593,"(2, 2, 0)x(0, 2, 2, 12)",1019950.891165837
594,"(1, 2, 1)x(0, 0, 1, 12)",1047394.8588692829
595,"(0, 2, 1)x(0, 0, 2, 12)",1052643.4941473834
596,"(0, 2, 1)x(0, 0, 0, 12)",1073644.7376583451
597,"(2, 2, 0)x(1, 2, 1, 12)",1114073.235700567
598,"(1, 2, 1)x(0, 0, 0, 12)",1132937.6354986196
599,"(0, 2, 0)x(1, 2, 0, 12)",1214499.3027755609
600,"(0, 1, 2)x(0, 2, 0, 12)",1384027.823051621
601,"(1, 2, 0)x(2, 2, 1, 12)",1528217.7484311943
602,"(2, 1, 0)x(0, 2, 0, 12)",1963078.8864434524
603,"(1, 1, 2)x(0, 2, 0, 12)",2023821.1059949151
604,"(2, 1, 2)x(0, 2, 0, 12)",2094185.8310744627
605,"(2, 0, 1)x(2, 1, 2, 12)",2145472.093629142
606,"(0, 1, 0)x(0, 2, 0, 12)",2385661.5572759463
607,"(1, 2, 1)x(0, 2, 2, 12)",3179576.4590030876
608,"(1, 2, 0)x(2, 2, 0, 12)",4195702.183521582
609,"(0, 2, 0)x(2, 2, 0, 12)",4557612.560892232
610,"(2, 2, 1)x(2, 2, 2, 12)",5709423.37790184
611,"(1, 1, 0)x(1, 1, 0, 12)",5900087.034343354
612,"(2, 2, 0)x(0, 1, 0, 12)",8403852.124542756
613,"(2, 2, 0)x(0, 2, 1, 12)",8911139.481379928
614,"(2, 2, 1)x(0, 1, 0, 12)",8964326.382452615
615,"(0, 2, 1)x(0, 1, 0, 12)",9137728.75295079
616,"(0, 2, 0)x(0, 1, 0, 12)",9177545.903060634
617,"(1, 2, 0)x(0, 1, 0, 12)",9358864.272800198
618,"(0, 2, 1)x(0, 2, 1, 12)",9693098.119729133
619,"(0, 2, 0)x(0, 2, 1, 12)",9720188.965347307
620,"(1, 2, 0)x(0, 2, 1, 12)",9921971.593351679
621,"(1, 2, 1)x(0, 1, 0, 12)",12179953.261348126
622,"(2, 2, 1)x(0, 2, 1, 12)",12580448.681722777
623,"(2, 0, 0)x(1, 1, 0, 12)",14489665.666245798
624,"(1, 2, 1)x(0, 2, 1, 12)",15576317.24609339
625,"(0, 0, 1)x(2, 1, 0, 12)",25622245.984153606
626,"(2, 1, 0)x(1, 0, 1, 12)",29917598.063922852
627,"(1, 1, 2)x(2, 2, 2, 12)",43392860.774611026
628,"(2, 2, 0)x(2, 2, 1, 12)",63532402.22413649
629,"(1, 1, 1)x(2, 1, 1, 12)",104175864.21920066
630,"(2, 2, 0)x(0, 2, 0, 12)",149810216.34682167
631,"(0, 2, 1)x(0, 2, 0, 12)",152080207.0941689
632,"(0, 2, 0)x(0, 2, 0, 12)",156217765.01117638
633,"(1, 0, 0)x(2, 2, 1, 12)",157015513.0503322
634,"(1, 2, 0)x(0, 2, 0, 12)",158261903.70670104
635,"(1, 2, 0)x(1, 2, 0, 12)",164554634.13877124
636,"(2, 2, 1)x(0, 2, 0, 12)",164856354.21437448
637,"(1, 2, 1)x(0, 2, 0, 12)",220818105.9002831
638,"(2, 1, 0)x(2, 2, 2, 12)",282545891.3999686
639,"(1, 1, 0)x(2, 1, 1, 12)",359201652.7920225
640,"(0, 1, 2)x(2, 0, 0, 12)",567791889.4887645
641,"(1, 0, 1)x(1, 2, 0, 12)",751715882.427214
642,"(2, 2, 1)x(1, 1, 2, 12)",1265535230.9364693
643,"(1, 2, 2)x(1, 0, 1, 12)",1744515616.6478271
644,"(0, 1, 2)x(2, 2, 0, 12)",3134422071.5439625
645,"(1, 1, 1)x(1, 1, 0, 12)",4285825958.136701
646,"(1, 2, 1)x(1, 2, 2, 12)",5064516603.52012
647,"(1, 2, 0)x(2, 2, 2, 12)",8211401000.275932
648,"(1, 1, 0)x(1, 1, 2, 12)",9482715217.583332
649,"(2, 0, 1)x(2, 2, 1, 12)",10992333403.825237
650,"(0, 0, 1)x(2, 2, 2, 12)",16367910307.657928
651,"(2, 1, 1)x(1, 2, 0, 12)",27206738849.40749
652,"(2, 0, 0)x(1, 2, 0, 12)",32016502553.728127
653,"(0, 1, 2)x(1, 2, 0, 12)",42314537602.7562
654,"(1, 1, 0)x(2, 2, 1, 12)",47437984673.64694
655,"(0, 2, 1)x(2, 2, 0, 12)",52629303636.72909
656,"(1, 2, 2)x(0, 2, 2, 12)",74040725954.6948
657,"(2, 0, 0)x(2, 2, 0, 12)",86240370171.10495
658,"(2, 2, 0)x(1, 1, 2, 12)",103562809826.33107
659,"(1, 2, 2)x(1, 2, 0, 12)",111500099210.81035
660,"(0, 2, 1)x(2, 2, 1, 12)",174621543141.29688
661,"(2, 1, 2)x(1, 2, 1, 12)",283989355022.24194
662,"(1, 2, 1)x(1, 2, 1, 12)",294022131920.98315
663,"(0, 2, 1)x(2, 1, 0, 12)",338448303303.66516
664,"(2, 2, 1)x(1, 2, 0, 12)",1045865012618.3727
665,"(2, 2, 2)x(2, 1, 1, 12)",1460806067846.8455
666,"(2, 1, 0)x(2, 1, 2, 12)",5588202487832.408
667,"(2, 2, 1)x(1, 2, 1, 12)",6169700367082.4
668,"(1, 2, 2)x(2, 2, 0, 12)",11632913207299.508
669,"(1, 2, 2)x(2, 2, 2, 12)",18842747947874.625
