,params,rmse
155,"(0, 1, 2)x(2, 2, 0, 12)",9242.707021891543
156,"(0, 1, 2)x(2, 1, 0, 12)",9242.727883482736
157,"(0, 0, 0)x(0, 1, 1, 12)",9260.548910096615
158,"(1, 1, 1)x(0, 2, 2, 12)",9271.609213754453
159,"(0, 1, 2)x(0, 2, 2, 12)",9287.038113319037
160,"(0, 1, 2)x(1, 1, 0, 12)",9291.342451507462
161,"(1, 1, 1)x(0, 1, 1, 12)",9297.601181078628
162,"(0, 1, 1)x(1, 1, 1, 12)",9297.804829621015
163,"(0, 0, 0)x(1, 0, 2, 12)",9311.673275939767
164,"(2, 0, 0)x(0, 2, 2, 12)",9332.22025591103
165,"(2, 1, 0)x(0, 1, 2, 12)",9342.396330272444
166,"(0, 0, 0)x(1, 0, 1, 12)",9353.475747549175
167,"(1, 1, 2)x(1, 1, 1, 12)",9367.220477453879
168,"(1, 1, 0)x(1, 1, 1, 12)",9399.107216607088
169,"(0, 1, 2)x(0, 1, 1, 12)",9403.429998789694
170,"(2, 1, 1)x(0, 1, 1, 12)",9413.609990834786
171,"(1, 1, 1)x(2, 1, 0, 12)",9419.67872848183
172,"(0, 1, 1)x(0, 1, 1, 12)",9432.471884395289
173,"(1, 1, 2)x(0, 1, 1, 12)",9433.205848639522
174,"(2, 0, 2)x(2, 2, 1, 12)",9443.775492183244
175,"(1, 1, 0)x(1, 1, 0, 12)",9480.832889306374
176,"(0, 1, 0)x(0, 1, 2, 12)",9491.592765902556
177,"(2, 1, 2)x(0, 1, 1, 12)",9494.977803554097
178,"(1, 0, 0)x(1, 0, 2, 12)",9494.9970580297
179,"(0, 1, 0)x(0, 0, 0, 12)",9518.885734204272
180,"(2, 0, 2)x(2, 2, 2, 12)",9540.889361347708
181,"(2, 0, 0)x(0, 0, 2, 12)",9550.398198049525
182,"(2, 0, 2)x(0, 1, 1, 12)",9584.009738677605
183,"(1, 1, 2)x(0, 0, 2, 12)",9590.066262539951
184,"(0, 0, 1)x(1, 0, 1, 12)",9599.44255793273
185,"(0, 1, 1)x(0, 0, 2, 12)",9601.371395225191
186,"(2, 1, 1)x(0, 0, 2, 12)",9602.999136613947
187,"(0, 1, 2)x(1, 0, 2, 12)",9613.304828501605
188,"(0, 1, 0)x(0, 0, 1, 12)",9613.730935162272
189,"(0, 2, 2)x(2, 0, 1, 12)",9614.014901539194
190,"(1, 0, 0)x(0, 0, 1, 12)",9615.383096496911
191,"(0, 1, 2)x(0, 0, 2, 12)",9615.397470157819
192,"(1, 1, 1)x(1, 0, 2, 12)",9618.491838032216
193,"(2, 1, 2)x(0, 0, 2, 12)",9620.313701433091
194,"(2, 0, 1)x(1, 1, 2, 12)",9627.618144492522
195,"(1, 1, 1)x(0, 0, 2, 12)",9628.126980658053
196,"(0, 0, 1)x(0, 1, 2, 12)",9628.847210136442
197,"(2, 1, 1)x(1, 1, 0, 12)",9650.241136082019
198,"(2, 1, 2)x(1, 0, 0, 12)",9661.460160434213
199,"(0, 0, 1)x(2, 0, 2, 12)",9673.037794136286
200,"(0, 0, 0)x(0, 2, 2, 12)",9699.219646128993
201,"(1, 0, 2)x(0, 1, 1, 12)",9704.30067521964
202,"(0, 2, 2)x(0, 0, 0, 12)",9721.08042676409
203,"(0, 1, 0)x(1, 0, 0, 12)",9722.16497965044
204,"(1, 0, 0)x(1, 0, 0, 12)",9725.331550311404
205,"(2, 2, 1)x(0, 0, 0, 12)",9727.923407594066
206,"(2, 1, 2)x(0, 1, 2, 12)",9730.468544952044
207,"(2, 1, 0)x(0, 0, 2, 12)",9739.976724065875
208,"(2, 0, 2)x(0, 0, 1, 12)",9761.21534545328
209,"(0, 2, 2)x(0, 0, 1, 12)",9805.132800947524
210,"(1, 1, 0)x(0, 0, 2, 12)",9806.549322194098
211,"(2, 1, 0)x(0, 0, 0, 12)",9807.360187634664
212,"(2, 2, 2)x(0, 0, 0, 12)",9824.79323817709
213,"(1, 0, 1)x(0, 1, 1, 12)",9839.177935527943
214,"(1, 0, 1)x(1, 2, 1, 12)",9847.815289421358
215,"(1, 0, 1)x(0, 2, 2, 12)",9849.234524155752
216,"(2, 1, 0)x(0, 0, 1, 12)",9872.011342642416
217,"(2, 1, 0)x(0, 1, 1, 12)",9882.89531172959
218,"(0, 2, 2)x(1, 0, 0, 12)",9885.199345135155
219,"(0, 1, 1)x(0, 2, 2, 12)",9920.815791198456
220,"(2, 1, 0)x(1, 0, 0, 12)",9922.984742226014
221,"(2, 0, 2)x(1, 0, 2, 12)",9925.539170094298
222,"(2, 2, 2)x(0, 0, 1, 12)",9941.348744932067
223,"(1, 2, 2)x(0, 0, 2, 12)",9963.386845865967
224,"(1, 0, 1)x(2, 2, 1, 12)",9978.975370483315
225,"(2, 2, 2)x(1, 0, 0, 12)",9980.240396794718
226,"(2, 1, 1)x(1, 1, 1, 12)",9985.010522018725
227,"(2, 0, 2)x(0, 1, 0, 12)",10008.147802927082
228,"(1, 0, 2)x(1, 0, 1, 12)",10024.190815856964
229,"(2, 0, 1)x(0, 1, 1, 12)",10028.49577966768
230,"(1, 0, 1)x(0, 0, 2, 12)",10062.55223578604
231,"(1, 1, 0)x(1, 0, 2, 12)",10062.589147630873
232,"(1, 2, 2)x(0, 0, 0, 12)",10114.361701360385
233,"(0, 1, 0)x(0, 0, 2, 12)",10139.593886334804
234,"(0, 2, 1)x(1, 1, 0, 12)",10177.276589047298
235,"(0, 2, 1)x(2, 1, 0, 12)",10232.464393534285
236,"(1, 0, 0)x(0, 0, 2, 12)",10235.022906708917
237,"(1, 2, 2)x(0, 0, 1, 12)",10247.529787035217
238,"(0, 1, 0)x(0, 1, 1, 12)",10255.583643416381
239,"(0, 2, 1)x(1, 1, 1, 12)",10257.105994252457
240,"(0, 0, 2)x(0, 1, 2, 12)",10257.180732016957
241,"(2, 1, 2)x(0, 0, 0, 12)",10268.229231141131
242,"(1, 0, 2)x(1, 0, 0, 12)",10269.319426914795
243,"(2, 2, 2)x(0, 1, 1, 12)",10272.722026106861
244,"(1, 0, 0)x(0, 1, 1, 12)",10282.2318305154
245,"(2, 1, 1)x(0, 0, 0, 12)",10299.30391528539
246,"(1, 0, 0)x(0, 1, 2, 12)",10307.72417150588
247,"(0, 0, 0)x(0, 1, 0, 12)",10310.61286765108
248,"(2, 0, 0)x(0, 1, 1, 12)",10314.762204197374
249,"(1, 1, 2)x(0, 0, 0, 12)",10317.983713191634
250,"(1, 0, 2)x(0, 1, 2, 12)",10321.575763358542
251,"(0, 1, 1)x(0, 0, 0, 12)",10325.132029499666
252,"(0, 0, 2)x(0, 1, 1, 12)",10329.140627201716
253,"(1, 0, 1)x(0, 0, 0, 12)",10335.899757775587
254,"(1, 2, 2)x(1, 0, 0, 12)",10340.500107348069
255,"(2, 1, 1)x(0, 0, 1, 12)",10391.038974807489
256,"(2, 1, 2)x(0, 0, 1, 12)",10391.0486803878
257,"(2, 0, 0)x(0, 1, 2, 12)",10411.265178495372
258,"(0, 1, 1)x(0, 0, 1, 12)",10429.224815410198
259,"(1, 0, 1)x(0, 0, 1, 12)",10440.930090094498
260,"(2, 1, 1)x(1, 0, 0, 12)",10445.341271135987
261,"(0, 2, 2)x(0, 0, 2, 12)",10457.675046570412
262,"(1, 1, 2)x(0, 0, 1, 12)",10466.506551204762
263,"(2, 2, 2)x(2, 0, 1, 12)",10468.54657925243
264,"(0, 1, 1)x(1, 0, 0, 12)",10510.126303329751
265,"(1, 0, 1)x(1, 0, 0, 12)",10520.389700865455
266,"(2, 0, 2)x(0, 2, 1, 12)",10538.481874073928
267,"(0, 1, 2)x(0, 0, 0, 12)",10541.241562964817
268,"(1, 0, 2)x(0, 0, 0, 12)",10553.118604282494
269,"(2, 2, 1)x(1, 0, 2, 12)",10582.023824862024
270,"(0, 0, 0)x(0, 1, 2, 12)",10591.859154985561
271,"(1, 1, 2)x(1, 0, 0, 12)",10599.028994092821
272,"(2, 1, 1)x(2, 1, 0, 12)",10611.515026972136
273,"(2, 1, 2)x(2, 2, 0, 12)",10653.38724259116
274,"(2, 2, 2)x(1, 1, 2, 12)",10654.324561610103
275,"(0, 1, 2)x(0, 0, 1, 12)",10684.240469142696
276,"(2, 0, 0)x(1, 0, 1, 12)",10686.413229821488
277,"(1, 0, 2)x(0, 0, 1, 12)",10698.884143374224
278,"(2, 1, 0)x(2, 2, 2, 12)",10710.868009819493
279,"(2, 0, 1)x(2, 1, 2, 12)",10711.528313759058
280,"(1, 2, 2)x(1, 0, 2, 12)",10718.663166593817
281,"(1, 2, 2)x(2, 1, 0, 12)",10734.036148813124
282,"(1, 1, 1)x(0, 0, 0, 12)",10794.077710977152
283,"(2, 2, 1)x(1, 1, 1, 12)",10795.258229257995
284,"(0, 1, 2)x(1, 0, 0, 12)",10799.986957248748
285,"(2, 2, 2)x(2, 2, 0, 12)",10805.91476532678
286,"(0, 0, 1)x(0, 1, 0, 12)",10816.16309061783
287,"(0, 0, 0)x(2, 0, 1, 12)",10864.177937620845
288,"(2, 2, 1)x(2, 0, 0, 12)",10886.18471055614
289,"(1, 1, 1)x(0, 0, 1, 12)",10894.9770523261
290,"(0, 0, 2)x(0, 2, 2, 12)",10921.00541033425
291,"(2, 0, 0)x(0, 1, 0, 12)",10928.85419921703
292,"(1, 1, 1)x(1, 0, 0, 12)",10951.455887967166
293,"(2, 2, 1)x(0, 0, 2, 12)",10954.876943900164
294,"(0, 0, 0)x(1, 2, 1, 12)",10976.13230400136
295,"(2, 0, 1)x(0, 0, 0, 12)",10983.312118437783
296,"(1, 1, 0)x(1, 2, 0, 12)",11059.786909953182
297,"(2, 2, 1)x(0, 1, 2, 12)",11063.568982085131
298,"(2, 2, 1)x(2, 0, 1, 12)",11111.04727394519
299,"(0, 0, 2)x(1, 0, 1, 12)",11126.31218136451
300,"(0, 0, 1)x(1, 0, 2, 12)",11135.802967444797
301,"(2, 0, 1)x(2, 2, 1, 12)",11180.816167949097
302,"(0, 2, 2)x(1, 1, 1, 12)",11260.881360750125
303,"(2, 2, 2)x(0, 2, 2, 12)",11261.647721698078
304,"(0, 0, 2)x(1, 2, 0, 12)",11284.070665216024
305,"(2, 0, 1)x(1, 2, 0, 12)",11353.209551797781
306,"(2, 0, 0)x(2, 0, 1, 12)",11355.367171721487
307,"(0, 0, 1)x(2, 0, 1, 12)",11401.5218426838
308,"(2, 0, 1)x(0, 1, 0, 12)",11439.619910512205
309,"(0, 0, 2)x(0, 1, 0, 12)",11446.189835802466
310,"(1, 1, 0)x(1, 0, 0, 12)",11448.833923770067
311,"(1, 1, 0)x(0, 0, 1, 12)",11527.950745287491
312,"(1, 1, 0)x(0, 0, 0, 12)",11540.88813903927
313,"(1, 0, 2)x(1, 2, 2, 12)",11562.53747745818
314,"(2, 2, 1)x(1, 1, 0, 12)",11606.511672715025
315,"(2, 0, 0)x(1, 0, 0, 12)",11612.039484873016
316,"(0, 2, 2)x(0, 1, 2, 12)",11655.121320388147
317,"(0, 1, 1)x(0, 1, 2, 12)",11718.512559782548
318,"(2, 0, 0)x(0, 0, 1, 12)",11723.489286078302
319,"(2, 0, 0)x(0, 0, 0, 12)",11756.02414079612
320,"(2, 0, 2)x(1, 0, 1, 12)",11789.24709321293
321,"(2, 0, 1)x(1, 0, 0, 12)",11794.482924212503
322,"(2, 1, 0)x(2, 2, 0, 12)",11806.089281529767
323,"(1, 0, 2)x(0, 1, 0, 12)",11818.28655558488
324,"(1, 0, 1)x(0, 1, 0, 12)",11833.766968720307
325,"(1, 0, 0)x(2, 0, 2, 12)",11835.851948674119
326,"(2, 0, 2)x(0, 0, 0, 12)",11855.26230123357
327,"(0, 1, 0)x(0, 2, 2, 12)",11860.141037094736
328,"(2, 1, 0)x(2, 1, 0, 12)",11883.115200191312
329,"(1, 0, 1)x(1, 1, 0, 12)",11901.750273054167
330,"(0, 0, 1)x(0, 2, 2, 12)",11914.372659389019
331,"(0, 0, 0)x(0, 2, 1, 12)",11922.417614492046
332,"(1, 1, 2)x(2, 0, 1, 12)",11958.829198474179
333,"(1, 0, 1)x(2, 1, 0, 12)",11994.265930609034
334,"(1, 2, 2)x(1, 1, 1, 12)",12033.589359128022
335,"(0, 2, 2)x(2, 1, 0, 12)",12065.944025325443
336,"(1, 1, 0)x(2, 1, 0, 12)",12079.505541303151
337,"(1, 1, 0)x(0, 1, 2, 12)",12118.822032318543
338,"(2, 1, 2)x(0, 2, 1, 12)",12126.218579872915
339,"(1, 0, 2)x(0, 2, 2, 12)",12127.95627970035
340,"(0, 2, 2)x(1, 1, 0, 12)",12162.231539823022
341,"(1, 0, 1)x(1, 0, 1, 12)",12305.793161168991
342,"(0, 0, 0)x(1, 2, 0, 12)",12337.884737441924
343,"(2, 2, 2)x(0, 0, 2, 12)",12370.122495020594
344,"(1, 2, 1)x(2, 0, 0, 12)",12440.222735209898
345,"(2, 2, 2)x(0, 1, 2, 12)",12443.698084601074
346,"(0, 0, 1)x(1, 2, 0, 12)",12477.619182981733
347,"(1, 1, 1)x(1, 1, 1, 12)",12628.724205467377
348,"(1, 1, 0)x(0, 1, 0, 12)",12650.976660711256
349,"(0, 1, 0)x(1, 1, 0, 12)",12669.141083656754
350,"(0, 1, 0)x(2, 1, 0, 12)",12723.879843752744
351,"(0, 1, 0)x(1, 1, 1, 12)",12734.037013150077
352,"(1, 1, 0)x(0, 2, 1, 12)",12749.410379209707
353,"(0, 1, 2)x(2, 1, 1, 12)",12757.728022446574
354,"(1, 2, 1)x(2, 0, 1, 12)",12790.496724970775
355,"(1, 0, 0)x(0, 2, 2, 12)",12826.593406150852
356,"(2, 2, 2)x(1, 2, 2, 12)",12841.574300046377
357,"(2, 1, 1)x(0, 1, 0, 12)",12890.822791088549
358,"(1, 0, 0)x(0, 1, 0, 12)",12904.878823519275
359,"(1, 1, 2)x(1, 1, 0, 12)",12937.933876484709
360,"(0, 1, 1)x(1, 1, 0, 12)",12939.710723336995
361,"(0, 1, 1)x(2, 1, 0, 12)",12969.08283046995
362,"(0, 0, 1)x(1, 2, 2, 12)",12999.54294067279
363,"(1, 1, 2)x(2, 1, 0, 12)",13010.8590166996
364,"(0, 0, 1)x(0, 2, 1, 12)",13026.723080745624
365,"(1, 1, 1)x(1, 2, 1, 12)",13038.312869646716
366,"(1, 2, 2)x(2, 0, 1, 12)",13061.883599732939
367,"(1, 2, 1)x(0, 1, 2, 12)",13365.136311085935
368,"(2, 0, 1)x(0, 1, 2, 12)",13452.844505577934
369,"(1, 1, 0)x(0, 2, 2, 12)",13468.119544438057
370,"(2, 0, 0)x(0, 2, 1, 12)",13484.978889380902
371,"(0, 2, 2)x(0, 1, 1, 12)",13489.246363425074
372,"(2, 1, 1)x(0, 2, 1, 12)",13683.936138638554
373,"(2, 0, 2)x(1, 2, 1, 12)",13717.125750168385
374,"(1, 0, 0)x(1, 2, 0, 12)",13733.953853120516
375,"(2, 0, 1)x(2, 1, 1, 12)",13755.09075491863
376,"(1, 1, 2)x(1, 0, 2, 12)",13831.601297048372
377,"(0, 1, 2)x(0, 1, 2, 12)",13883.735651041192
378,"(1, 1, 2)x(2, 2, 0, 12)",13989.468891539036
379,"(0, 1, 1)x(2, 1, 2, 12)",14037.294238150982
380,"(0, 1, 1)x(1, 2, 0, 12)",14267.978684380214
381,"(0, 2, 1)x(2, 0, 0, 12)",14289.328474814505
382,"(1, 2, 1)x(1, 1, 1, 12)",14297.995571644926
383,"(2, 1, 1)x(1, 0, 2, 12)",14462.483462250977
384,"(0, 0, 1)x(2, 2, 0, 12)",14643.545014776239
385,"(2, 1, 2)x(1, 1, 1, 12)",15015.123647180231
386,"(1, 0, 1)x(0, 2, 1, 12)",15019.431581239964
387,"(1, 0, 1)x(1, 2, 0, 12)",15052.454194575808
388,"(1, 2, 1)x(1, 1, 0, 12)",15069.181812701267
389,"(1, 1, 0)x(2, 2, 0, 12)",15084.22246680082
390,"(1, 2, 2)x(0, 1, 1, 12)",15172.360456962546
391,"(2, 2, 1)x(2, 1, 0, 12)",15360.855656821073
392,"(2, 0, 2)x(0, 2, 2, 12)",15370.618369611815
393,"(0, 0, 2)x(0, 2, 1, 12)",15401.496774352538
394,"(0, 0, 2)x(1, 0, 2, 12)",15517.285752495198
395,"(1, 1, 2)x(2, 1, 2, 12)",15537.638608116456
396,"(2, 1, 2)x(2, 2, 2, 12)",15869.72570428012
397,"(1, 1, 2)x(0, 1, 2, 12)",16079.109123645638
398,"(1, 0, 1)x(2, 2, 0, 12)",16126.119644603683
399,"(1, 1, 2)x(2, 2, 2, 12)",16127.393608261
400,"(0, 1, 1)x(2, 2, 2, 12)",16683.906488198398
401,"(1, 1, 2)x(1, 2, 1, 12)",16892.720683179843
402,"(1, 2, 2)x(0, 1, 2, 12)",17120.838802978058
403,"(1, 2, 2)x(0, 1, 0, 12)",17533.641279977386
404,"(1, 0, 2)x(2, 2, 0, 12)",17852.85650645367
405,"(0, 2, 2)x(2, 1, 1, 12)",18185.434106996992
406,"(1, 0, 2)x(2, 0, 2, 12)",18348.718740184646
407,"(0, 2, 1)x(0, 1, 2, 12)",18546.641008361254
408,"(1, 1, 1)x(2, 2, 0, 12)",18708.421687673785
409,"(0, 0, 0)x(0, 0, 0, 12)",18952.2540912468
410,"(2, 0, 2)x(2, 0, 1, 12)",19060.132754316783
